index,MORGAN_BTSTR,PUBCHEM_ACTIVITY_OUTCOME,Inhibition Observed
21447,1010010000100011100010000011011001001011000001000100000100010100,1,1
21452,1101111101110001010010101101111101111001111100110110001101100100,1,1
21457,1110010111110000010001100101000001001011000101111010001111010110,0,1
21462,1001001001110000010010001001000101101111010110010101000100100101,0,1
21467,1001010100110000110101110010010010011111001001010010010000100101,0,1
21472,0000000011100001100000000110111011001001000011001000001011110011,1,1
21477,1000010001101100010100101001000111111001011000011100100000100110,2,1
21482,0010111010111111111001100011000101011011110001010101011110111100,2,1
21487,1000011110110111111100100010001111111011111111110101011111111100,0,0
21492,1000100010000011010010110000001101001001100110000000000001100001,0,1
21497,1001010010110100110010101010000001001001111100010101000010111011,0,1
21502,1101110000110010111111111010011000101101110000111101100000010110,1,1
21507,1110110111100010110101111001111001001011100010110111011111110110,1,1
21512,1010011011110111110101101010001010111111011101110001010000110101,0,1
21517,1000011010001011110111100010011111111010101110011100111000100011,1,1
21522,1111110101111011110110100100000101111011110111000110101111110101,1,1
21527,1100110111100000110000101010001001001001010011000010001010110111,2,1
21532,1010010101100111110001100111000101001111010010000000001101001111,2,1
21537,1101000001110100010001101000101011001101000000010010001101100111,0,1
21542,0001110111110000110000100100111101111001000101010100011011011110,0,1
21547,1100100010100100011101101011000111001000100111010100010000100000,0,1
21552,1010010111111110111111101010000001001001011101110110100111111111,2,1
21557,1110110010100000010100101100111111001001010100010100111010101000,0,1
21562,1110000010110010110101111110100011001011010110101100111100100111,1,1
21567,0101011000110101111100101011101101001111000100101111101101111000,1,1
21572,1110110110101010011100101101101100111101100110110100101001110100,0,0
21577,1110110110101110011000101001101101111101100010000000101001110100,2,1
21582,1100111001101100110100100100110101111111111001111000001010100111,2,1
21587,1101101001110000010100101011001011101011000110110111000110111101,0,1
21592,1110000101010000110111001100011111101111010010101101000000111011,2,1
21597,1000000010100000000000100010000001000011011000100010000000011000,1,1
21602,1101001010111001010101111101101101111101100100001100011001110101,2,1
21607,1110001010110000011001100010001001101011010101001110000010110111,0,1
21612,1101011000110100010000110000000101001001000011010001001000110010,0,1
21617,1111010101100110110000101001010111001011000101001010101101010110,1,1
21622,1111000101100010111110101010011101111111011101110011000111110101,1,1
21627,1111111111111111111111100000101001111001011111110110110000110111,1,1
21632,1010111011110110110011100000100011111001101111011000111000101011,2,1
21637,1110011010110101110110110110111011111101101111110101001100110111,1,1
21642,1101011010111101111111100111101011001101011110010101111111110111,0,1
21647,1001001001110001110011100000101001001000000111010101000000100001,0,0
21652,1101010111110100111111101010001111101101001100100110010101110001,0,0
21657,1100110110100011110100110001001001011011100101110110010000110101,1,1
21662,1101100001111100110100101010001001111111010011011100001000100101,0,1
21667,1100110100100001110100100010110101011111001000111010010000101100,0,1
21672,1101011000100000010010111010001111101001100001011111000001110111,0,1
21677,1101100010100000010011110010001101001000000100000001111001101101,0,1
21682,1101010000101100110000100010000001101111010000010000000001111111,1,1
21687,1001000010010100110100101100000101011001000110101100010000111000,1,1
21692,1000011010100000110000101010000001001101011000010010011010000111,0,1
21697,1110101011111000100001000110011011111011000011010100110100111110,1,1
21702,1100101000111011110000001011000111001001010101000010101110100111,0,1
21707,1101011001110110111100101010000101001011101101110101010101110101,1,1
21712,1000110000101001101000100010111101101011000001000110000110110100,1,1
21717,1100010111110111111000111011100101001111111111010101000100011110,0,1
21722,1100011000110000010100101001011001011101010100101110010101000101,2,1
21727,0010000000100100110111000110000000001100000110010000100100100000,0,0
21732,1110010011111111111101101110001101011011001111110110101100110101,2,1
21737,1001110011101101110100111101011011001101001101111110000111100110,1,1
21742,1111100111101100110000110111011011101111100111100010010101110101,0,1
21747,0110100010000011110101111010011001011011110001101110001101110000,0,0
21752,0001111000111110110100101001010111101011011100010111000011110011,2,1
21757,1000100011100001011000110000000111001001111111101010010111110100,1,1
21762,1110010000000000111010100000001001011111000010110011101100000000,1,1
21767,1111011110110010010010101000010100111001110110111111011100100111,0,1
21772,1101110010101011110100101000001011001101100101101110010010110001,1,1
21777,1010101011110000010101110011001001101011110110111110000010111111,1,1
21782,1110000101101010110001100001001111101011100101100000010000110101,0,0
21787,1001000000101100110110110000100000001001101010011100000100100100,1,1
21792,1110100011101011010101101100000101101001101100100010010000010000,1,1
21797,0000000010001101100100100000100101010011000000010000000100001000,2,1
21802,1100111111110101111001100110001101011111101101011110001001010101,1,1
21807,1111010011111110110111111110111011101011000010010000001110100110,1,1
21812,1111110110100111110010101001000011011011010011010010010111000100,2,1
21817,1111000110100101110100101011001111011111111101000010011110110110,2,1
21822,1111010011100010011100101001000011111001000010011010011111100100,1,1
21827,1101010111110001110101100100111101111011000110010101011001101010,1,1
21832,1100110000100111011101111010011111101001010000100101111011101000,1,1
21837,1001001001110101010001001000100001111001000000101100001100101100,2,1
21842,1010011001110110110001101100000111011001110010010101011110110101,1,1
21847,1000010101100000010000100110001000001001010001110100001010111000,0,1
21852,1110100001111110110111101110001011101011010010101101011100100101,1,1
21857,1001101101111001010111110001111101111011110110111100100110110000,0,1
21862,1000110111100111110011111000000111011111111100010101101100110111,0,0
21867,1011110001111110110000101110011011101011010101010100011110111111,1,1
21872,1101011001101110110010100011011011111011110111010110011111100101,1,1
21877,1010100000100001110110010011110111001111010101010000100100110111,0,1
21882,0110010100100010010110101001011101001101110111001010010101110000,0,1
21887,1000010010100100110011100001001001111011000000010000000101100111,1,1
21892,1001111001111110110100101011011111101001111100010110001101110011,0,1
21897,1110100011101111111010110001000001111101110010010010001101100101,0,0
21902,1011101011111011010000111001001111101011110110110111001111110111,0,1
21907,1111011010100110110100101010100111011011010000010110010100000101,1,1
21912,1001010010100101111101111011100110001101111110111110010001101101,2,1
21917,1100100111100111010001001000001111001001100110010010101101110000,0,0
21922,1010010010100011010110100000001111011001010001000100000001110111,2,1
21927,0001100010110000110000110000001001001001010000010000101000001101,1,1
21932,1001011100111100110100100110110100101101001100110100101001000111,0,1
21937,1101110011111001011110111001011111111011100101111111101111110101,0,1
21942,1100110000010001110000100001001001001000000000110100000100101000,1,1
21947,0101010101100001100000010011100001011011000000100001001100010100,1,1
21952,1100010010111001110000101001001111001011110110100100011101100100,2,1
21957,1111001011111111111101111011011111101011000101001111000100010111,2,1
21962,1100011001010000010000100001000001101000010010010010000100100001,1,1
21967,1000100000100100110000100010010000001001000000010000010101100101,2,1
21972,0000010000100000110101101000001001111111010101101110110101110100,1,1
21977,1100111001111101111000101000101101111101010101010000011000100101,2,1
21982,1100111011110001010111101010001001001011010111111110110100010101,0,1
21987,0010011110100110110101100000011001111111010111100111110101001110,0,0
21992,1010100000100010111110110111101110111001101001111101000100110011,1,1
21997,1111111111100101010111111011001101011111110110010111010101111111,1,1
22002,1111111111100100011111101011011101011111110110010111010101111011,2,1
22007,1111111111100100010111101011001101011111100110010111010101111011,0,1
22012,1111010001110110111100101010000001101001001000101110011100110001,2,1
22017,1100100010110011111111110111101111111011110111111111001100110101,1,1
22022,1111000001100111110010101010100111011011110110001010110111110111,1,1
22027,1111011001100111010010101010001111011011110100011110110111100111,0,1
22032,1111000111100111111110101110001101111111011101111110010101110101,1,1
22037,0100100111110011010010110001001011001001100110101010010001010101,0,1
22042,1100101110110001110010110011101001011001100110011110001101010101,1,1
22047,1110110101100011110111101000000101011011001110011011110101100111,2,1
22052,1111100000101001110010101010111101011011110101000101010110110111,0,1
22057,1110111100111100111101110011011001111101001101010100000000000011,2,1
22062,1010100011110111110110100000111001001111001011000101000100010101,1,1
22067,1000111101111101010000101010100111101011000110100100000001101101,0,1
22072,1100110111100011110100101001001011011111001101111100011111110111,2,1
22077,1110000000100111110100101001001101001111010101010010110100110101,1,1
22082,1010011010100100110110100010010011001011110100000110010101111100,1,1
22087,0000101010110000010000000100011001010101010001000110011000011110,1,1
22092,1101100000100011010000101000000101011011110100001000010010100111,1,1
22097,1101101110111111111111101111111001111111011111101110111101111111,1,1
22102,1110011010101101111111100111001100001011111110011111100101010100,0,1
22107,1100110001111000110001111010111101101001100011010101001010110111,2,1
22112,1101010111111001110001111011111001101011110110110100101010110111,1,1
22117,0100010111110010010010101111001111001101000101101100100101110101,2,1
